time;temperature [C]
20/10/2023 14:39;12,6
20/10/2023 15:39;12,9
20/10/2023 16:40;12,5
20/10/2023 16:40;12,5
20/10/2023 17:40;12,2
20/10/2023 18:41;12,2
20/10/2023 19:41;10,7
20/10/2023 20:41;11,0
20/10/2023 21:42;11,2
20/10/2023 22:42;11,4
20/10/2023 23:43;11,6
21/10/2023 00:43;11,8
21/10/2023 01:44;11,8
21/10/2023 02:44;11,9
21/10/2023 03:44;11,7
21/10/2023 04:45;11,7
21/10/2023 05:45;11,4
21/10/2023 06:46;11,0
21/10/2023 07:46;10,6
21/10/2023 08:47;10,8
21/10/2023 09:47;11,5
21/10/2023 10:47;11,5
21/10/2023 11:48;13,2
21/10/2023 12:48;13,4
21/10/2023 13:49;13,1
21/10/2023 14:49;13,3
21/10/2023 15:49;13,1
21/10/2023 16:50;11,6
21/10/2023 16:50;11,6
21/10/2023 17:51;10,6
21/10/2023 18:51;9,0
21/10/2023 19:51;10,0
21/10/2023 20:52;9,2
21/10/2023 21:52;8,1
21/10/2023 22:53;7,8
21/10/2023 23:53;7,5
22/10/2023 00:54;9,4
22/10/2023 01:54;9,6
22/10/2023 02:54;9,5
22/10/2023 02:55;9,5
22/10/2023 03:55;9,2
22/10/2023 04:55;9,1
22/10/2023 05:56;8,7
22/10/2023 06:56;8,7
22/10/2023 07:57;9,0
22/10/2023 08:57;9,2
22/10/2023 09:58;10,1
22/10/2023 10:58;10,9
22/10/2023 11:58;11,1
22/10/2023 12:59;11,2
22/10/2023 13:59;11,1
22/10/2023 15:00;11,5
22/10/2023 16:00;11,7
22/10/2023 17:01;10,7
22/10/2023 17:01;10,7
22/10/2023 18:01;10,7
22/10/2023 19:02;10,1
22/10/2023 20:02;9,1
22/10/2023 21:02;8,4
22/10/2023 22:03;8,2
22/10/2023 23:03;7,7
23/10/2023 00:04;8,0
23/10/2023 01:04;7,2
23/10/2023 02:05;7,8
23/10/2023 03:05;7,0
23/10/2023 04:05;7,2
23/10/2023 05:06;4,8
23/10/2023 06:06;3,8
23/10/2023 07:07;6,5
23/10/2023 08:07;6,6
23/10/2023 09:08;7,6
23/10/2023 10:08;8,3
23/10/2023 11:08;8,3
23/10/2023 12:09;8,8
23/10/2023 13:09;9,6
23/10/2023 14:10;9,3
23/10/2023 15:10;9,1
23/10/2023 16:10;9,1
23/10/2023 17:11;9,1
23/10/2023 18:11;9,3
23/10/2023 19:12;9,2
23/10/2023 20:12;9,4
23/10/2023 21:13;9,0
23/10/2023 22:13;9,7
23/10/2023 23:13;10,0
24/10/2023 00:14;10,0
24/10/2023 01:14;11,0
24/10/2023 02:15;10,9
24/10/2023 03:15;10,2
24/10/2023 04:16;10,0
24/10/2023 05:16;9,9
24/10/2023 06:16;9,6
24/10/2023 07:17;9,2
24/10/2023 08:17;9,7
24/10/2023 09:18;10,2
24/10/2023 10:18;10,4
24/10/2023 11:18;10,8
24/10/2023 12:19;11,4
24/10/2023 13:19;11,6
24/10/2023 13:20;11,6
24/10/2023 14:20;10,1
24/10/2023 15:20;12,7
24/10/2023 16:21;11,4
24/10/2023 17:21;9,4
24/10/2023 18:22;8,5
24/10/2023 19:22;7,9
24/10/2023 20:23;7,5
24/10/2023 21:23;6,9
24/10/2023 22:23;6,3
24/10/2023 23:24;6,1
25/10/2023 00:24;5,9
25/10/2023 01:25;6,0
25/10/2023 02:25;6,4
25/10/2023 03:25;6,4
25/10/2023 04:26;6,0
25/10/2023 05:26;5,8
25/10/2023 06:27;5,9
25/10/2023 07:27;6,6
25/10/2023 08:28;7,1
25/10/2023 10:28;8,0
25/10/2023 11:29;8,6
25/10/2023 12:29;9,4
25/10/2023 12:30;9,4
25/10/2023 13:30;10,0
25/10/2023 14:30;10,8
25/10/2023 14:31;10,8
25/10/2023 14:31;10,8
25/10/2023 15:31;10,9
25/10/2023 15:32;10,9
25/10/2023 16:32;10,5
25/10/2023 17:32;10,1
25/10/2023 17:33;10,1
25/10/2023 18:33;10,2
25/10/2023 19:33;10,5
25/10/2023 20:34;10,0
25/10/2023 20:34;10,0
25/10/2023 21:35;9,6
25/10/2023 22:35;9,2
25/10/2023 23:35;9,1
26/10/2023 00:36;9,0
26/10/2023 01:36;8,4
26/10/2023 01:37;8,4
26/10/2023 02:37;8,3
26/10/2023 03:37;7,6
26/10/2023 04:38;6,9
26/10/2023 05:38;5,8
26/10/2023 06:39;6,9
26/10/2023 07:39;7,3
26/10/2023 08:39;8,0
26/10/2023 09:40;8,1
26/10/2023 10:40;9,0
26/10/2023 11:41;9,8
26/10/2023 12:41;10,3
26/10/2023 13:42;11,2
26/10/2023 14:42;11,2
26/10/2023 15:42;11,5
26/10/2023 16:43;10,9
26/10/2023 17:43;9,9
26/10/2023 17:44;9,9
26/10/2023 18:44;9,2
26/10/2023 19:44;9,1
26/10/2023 20:45;9,3
26/10/2023 21:45;9,0
26/10/2023 22:46;8,9
26/10/2023 23:46;8,8
27/10/2023 00:46;8,9
27/10/2023 01:47;8,7
27/10/2023 02:47;8,8
27/10/2023 03:48;8,9
27/10/2023 04:48;8,8
27/10/2023 05:49;8,8
27/10/2023 06:49;8,2
27/10/2023 07:49;8,6
27/10/2023 08:50;8,7
27/10/2023 09:50;9,1
27/10/2023 10:51;9,4
27/10/2023 11:51;10,6
27/10/2023 12:51;10,4
27/10/2023 13:52;10,5
27/10/2023 14:52;11,2
27/10/2023 15:53;10,6
27/10/2023 16:53;9,8
27/10/2023 17:54;9,6
27/10/2023 18:54;9,6
27/10/2023 19:54;9,4
27/10/2023 20:55;9,3
27/10/2023 21:55;9,2
27/10/2023 22:56;8,9
27/10/2023 23:56;9,0
28/10/2023 00:57;8,8
28/10/2023 01:57;8,3
28/10/2023 02:57;8,0
28/10/2023 03:58;8,3
28/10/2023 04:58;8,5
28/10/2023 05:59;8,5
28/10/2023 06:59;8,4
28/10/2023 07:59;8,4
28/10/2023 09:00;8,7
28/10/2023 09:00;8,7
28/10/2023 10:01;9,1
28/10/2023 11:01;9,4
28/10/2023 12:01;9,7
28/10/2023 13:02;10,1
28/10/2023 14:02;9,6
28/10/2023 15:03;9,4
28/10/2023 16:03;9,4
28/10/2023 17:04;9,5
28/10/2023 18:04;9,2
28/10/2023 18:04;9,2
28/10/2023 19:05;9,3
28/10/2023 20:05;9,3
28/10/2023 21:05;9,4
28/10/2023 22:06;9,8
28/10/2023 23:06;9,6
29/10/2023 00:07;9,5
29/10/2023 01:07;9,6
29/10/2023 02:08;9,7
29/10/2023 03:08;10,4
29/10/2023 04:08;10,3
29/10/2023 05:09;10,3
29/10/2023 06:09;10,6
29/10/2023 07:10;10,8
29/10/2023 08:10;11,0
29/10/2023 09:11;11,4
29/10/2023 10:11;11,5
29/10/2023 11:11;11,5
29/10/2023 12:12;10,8
29/10/2023 13:12;10,6
29/10/2023 14:13;10,8
29/10/2023 15:13;10,9
29/10/2023 16:13;10,5
29/10/2023 17:14;10,5
29/10/2023 18:14;9,9
29/10/2023 18:15;9,9
29/10/2023 19:15;9,9
29/10/2023 20:15;9,7
29/10/2023 21:16;9,5
29/10/2023 22:16;9,2
29/10/2023 23:17;8,9
30/10/2023 00:17;9,4
30/10/2023 01:18;9,6
30/10/2023 02:18;9,5
30/10/2023 03:18;9,1
30/10/2023 04:19;9,0
30/10/2023 05:19;9,4
30/10/2023 06:20;9,6
30/10/2023 07:20;9,6
30/10/2023 08:20;9,8
30/10/2023 09:21;10,2
30/10/2023 10:21;11,2
30/10/2023 11:22;11,5
30/10/2023 12:22;12,4
30/10/2023 13:23;12,6
30/10/2023 14:23;12,3
30/10/2023 15:23;11,9
30/10/2023 16:24;11,4
30/10/2023 17:24;11,4
30/10/2023 18:25;10,9
30/10/2023 19:25;10,9
30/10/2023 20:26;10,8
30/10/2023 21:26;10,8
30/10/2023 22:26;10,4
30/10/2023 23:27;9,5
31/10/2023 00:27;9,3
31/10/2023 01:28;8,7
31/10/2023 02:28;8,5
31/10/2023 03:28;8,5
31/10/2023 04:29;8,3
31/10/2023 05:29;7,9
31/10/2023 06:30;7,8
31/10/2023 07:30;7,9
31/10/2023 08:31;8,0
31/10/2023 09:31;8,6
31/10/2023 10:31;8,9
31/10/2023 11:32;9,5
31/10/2023 12:32;9,7
31/10/2023 13:33;10,6
31/10/2023 14:33;11,4
31/10/2023 15:34;10,3
31/10/2023 16:34;9,7
31/10/2023 17:34;9,7
31/10/2023 18:35;9,7
31/10/2023 19:35;9,6
31/10/2023 20:36;9,5
31/10/2023 21:36;9,5
31/10/2023 22:36;9,4
31/10/2023 23:37;9,3
01/11/2023 00:37;9,4
01/11/2023 01:38;9,5
01/11/2023 02:44;9,8
01/11/2023 02:44;9,8
01/11/2023 03:44;9,8
01/11/2023 04:45;9,8
01/11/2023 05:45;9,6
01/11/2023 06:45;9,4
01/11/2023 07:46;9,2
01/11/2023 08:46;9,1
01/11/2023 09:47;9,7
01/11/2023 10:47;10,5
01/11/2023 11:48;11,8
01/11/2023 12:48;13,2
01/11/2023 13:48;13,3
01/11/2023 14:49;11,8
01/11/2023 15:49;11,1
01/11/2023 16:50;10,2
01/11/2023 17:50;9,9
01/11/2023 18:50;9,6
01/11/2023 18:51;9,6
01/11/2023 19:51;9,1
01/11/2023 20:52;8,8
01/11/2023 21:52;8,9
01/11/2023 22:52;8,8
01/11/2023 23:53;8,2
02/11/2023 00:53;8,0
02/11/2023 01:54;7,0
02/11/2023 02:54;6,4
02/11/2023 03:55;7,1
02/11/2023 04:55;7,2
02/11/2023 05:55;7,1
02/11/2023 06:56;7,4
02/11/2023 07:56;8,0
02/11/2023 08:57;8,8
02/11/2023 09:57;8,6
02/11/2023 10:57;9,0
02/11/2023 11:58;9,2
02/11/2023 12:58;9,4
02/11/2023 13:59;9,4
02/11/2023 14:59;9,7
02/11/2023 16:00;9,0
02/11/2023 17:00;8,7
02/11/2023 18:00;8,5
02/11/2023 19:01;7,8
02/11/2023 20:01;7,0
02/11/2023 21:02;5,9
02/11/2023 22:02;6,3
02/11/2023 23:03;6,1
03/11/2023 00:03;6,1
03/11/2023 01:03;5,9
03/11/2023 02:04;6,3
03/11/2023 03:04;6,4
03/11/2023 04:05;6,2
03/11/2023 05:05;6,1
03/11/2023 05:05;6,1
03/11/2023 06:06;5,7
03/11/2023 07:06;5,6
03/11/2023 08:07;5,5
03/11/2023 09:07;5,5
03/11/2023 10:07;5,7
03/11/2023 11:08;5,8
03/11/2023 12:08;6,1
03/11/2023 13:09;6,6
03/11/2023 14:09;8,0
03/11/2023 15:10;8,5
03/11/2023 16:10;7,4
03/11/2023 17:10;6,3
03/11/2023 18:11;4,5
03/11/2023 19:11;4,7
03/11/2023 19:11;4,7
03/11/2023 20:12;4,1
03/11/2023 21:12;4,8
03/11/2023 22:13;4,7
03/11/2023 23:13;4,8
04/11/2023 00:14;4,9
04/11/2023 01:14;5,0
04/11/2023 02:14;5,2
04/11/2023 03:15;5,7
04/11/2023 04:15;5,7
04/11/2023 04:16;5,7
04/11/2023 05:16;5,5
04/11/2023 06:16;5,5
04/11/2023 07:17;5,6
04/11/2023 08:17;6,0
04/11/2023 09:18;6,4
04/11/2023 10:18;7,1
04/11/2023 11:18;7,0
04/11/2023 12:19;7,1
04/11/2023 13:19;6,5
04/11/2023 14:20;6,0
04/11/2023 15:20;6,3
04/11/2023 16:21;6,5
04/11/2023 17:21;7,4
04/11/2023 18:21;7,9
04/11/2023 19:22;8,2
04/11/2023 19:22;8,2
04/11/2023 20:22;8,1
04/11/2023 21:23;8,0
04/11/2023 22:23;8,0
04/11/2023 23:24;7,8
05/11/2023 00:24;8,0
05/11/2023 01:25;8,0
05/11/2023 02:25;7,8
05/11/2023 03:25;8,0
05/11/2023 04:26;7,8
05/11/2023 05:26;7,9
05/11/2023 06:27;8,0
05/11/2023 07:27;8,0
05/11/2023 08:28;8,1
05/11/2023 09:28;8,2
05/11/2023 10:28;8,4
05/11/2023 11:29;8,5
05/11/2023 12:29;8,5
05/11/2023 13:30;9,0
05/11/2023 14:30;8,7
05/11/2023 15:30;8,5
05/11/2023 16:31;8,5
05/11/2023 17:31;7,9
05/11/2023 19:32;7,5
05/11/2023 20:33;6,8
05/11/2023 21:33;7,2
05/11/2023 22:33;7,5
05/11/2023 23:34;7,6
06/11/2023 00:34;7,8
06/11/2023 01:35;7,9
06/11/2023 02:35;7,6
06/11/2023 03:36;7,7
06/11/2023 04:36;7,6
06/11/2023 05:36;7,6
06/11/2023 06:37;7,4
06/11/2023 07:37;7,3
06/11/2023 08:38;7,6
08/11/2023 23:35;5,6
09/11/2023 01:37;5,4
09/11/2023 02:38;5,2
09/11/2023 03:38;5,2
09/11/2023 05:40;5,7
09/11/2023 05:41;5,7
09/11/2023 08:43;6,2
09/11/2023 11:46;7,7
09/11/2023 13:47;7,7
09/11/2023 13:48;7,7
09/11/2023 14:48;7,5
09/11/2023 14:49;7,5
09/11/2023 14:49;7,5
09/11/2023 15:50;7,2
09/11/2023 15:50;7,2
09/11/2023 16:50;6,8
09/11/2023 17:51;5,9
09/11/2023 18:52;6,7
09/11/2023 18:53;6,7
09/11/2023 19:53;6,8
09/11/2023 19:54;6,8
09/11/2023 20:54;6,7
09/11/2023 20:55;6,7
09/11/2023 21:56;7,1
09/11/2023 21:56;7,1
09/11/2023 22:56;7,0
09/11/2023 22:56;7,0
09/11/2023 22:56;7,0
09/11/2023 23:57;6,8
09/11/2023 23:57;6,8
09/11/2023 23:58;6,8
10/11/2023 00:58;6,2
10/11/2023 00:58;6,2
10/11/2023 00:59;6,2
10/11/2023 01:59;6,5
10/11/2023 03:00;5,6
10/11/2023 03:00;5,6
10/11/2023 04:01;5,3
10/11/2023 04:01;5,3
10/11/2023 05:01;4,6
10/11/2023 05:02;4,6
10/11/2023 05:02;4,6
10/11/2023 06:02;4,8
10/11/2023 06:03;4,8
10/11/2023 07:03;5,1
10/11/2023 07:04;5,1
10/11/2023 07:04;5,1
10/11/2023 08:04;5,0
10/11/2023 08:05;5,0
10/11/2023 08:05;5,0
10/11/2023 09:05;5,2
10/11/2023 09:06;5,2
10/11/2023 10:06;5,9
10/11/2023 10:06;5,9
10/11/2023 10:07;5,9
10/11/2023 11:07;5,7
10/11/2023 11:08;5,7
10/11/2023 12:08;6,2
10/11/2023 12:09;6,2
10/11/2023 13:08;6,1
10/11/2023 14:09;6,3
10/11/2023 14:10;6,3
10/11/2023 15:10;5,9
10/11/2023 16:11;6,1
10/11/2023 16:12;6,1
10/11/2023 17:12;5,7
10/11/2023 18:13;5,8
10/11/2023 18:14;5,8
10/11/2023 19:14;5,5
10/11/2023 20:15;5,6
10/11/2023 21:16;5,4
10/11/2023 22:16;5,6
10/11/2023 23:18;5,2
11/11/2023 00:18;5,2
11/11/2023 00:19;5,2
11/11/2023 02:20;4,1
11/11/2023 02:21;4,1
11/11/2023 02:21;4,1
11/11/2023 03:21;4,8
11/11/2023 03:22;4,8
11/11/2023 04:22;5,0
11/11/2023 04:23;5,0
11/11/2023 05:23;4,5
11/11/2023 05:24;4,5
11/11/2023 06:24;4,8
11/11/2023 06:25;4,8
11/11/2023 07:25;4,7
11/11/2023 07:26;4,7
11/11/2023 08:26;4,3
11/11/2023 08:26;4,3
11/11/2023 08:26;4,3
11/11/2023 09:26;4,2
11/11/2023 09:27;4,2
11/11/2023 09:27;4,2
11/11/2023 10:27;4,4
11/11/2023 10:28;4,4
11/11/2023 11:28;5,0
11/11/2023 11:29;5,0
11/11/2023 11:29;5,0
11/11/2023 12:29;5,7
11/11/2023 12:30;5,7
11/11/2023 12:30;5,7
11/11/2023 13:30;5,8
11/11/2023 13:30;5,8
11/11/2023 14:31;5,6
11/11/2023 14:32;5,6
11/11/2023 15:32;6,2
11/11/2023 15:32;6,2
11/11/2023 16:32;5,3
11/11/2023 16:33;5,3
11/11/2023 16:33;5,3
11/11/2023 17:34;4,8
11/11/2023 17:34;4,8
11/11/2023 18:35;3,8
11/11/2023 18:35;3,8
11/11/2023 19:35;4,0
11/11/2023 19:35;4,0
11/11/2023 19:36;4,0
11/11/2023 20:36;3,8
11/11/2023 20:37;3,8
11/11/2023 21:37;3,0
11/11/2023 21:37;3,0
11/11/2023 22:37;1,7
11/11/2023 22:38;1,7
11/11/2023 22:38;1,7
11/11/2023 23:38;2,0
11/11/2023 23:39;2,0
12/11/2023 00:39;1,9
12/11/2023 00:39;1,9
12/11/2023 01:40;3,4
12/11/2023 02:41;3,7
12/11/2023 02:41;3,7
12/11/2023 03:42;3,8
12/11/2023 03:42;3,8
12/11/2023 04:43;3,9
12/11/2023 05:44;4,0
12/11/2023 05:45;4,0
12/11/2023 06:45;4,0
12/11/2023 06:45;4,0
12/11/2023 06:45;4,0
12/11/2023 07:46;4,1
12/11/2023 07:46;4,1
12/11/2023 07:46;4,1
12/11/2023 08:47;4,3
12/11/2023 09:48;4,4
12/11/2023 09:48;4,4
12/11/2023 10:48;5,3
12/11/2023 10:49;5,3
12/11/2023 10:49;5,3
12/11/2023 11:49;6,0
12/11/2023 11:50;6,0
12/11/2023 11:50;6,0
12/11/2023 12:50;6,5
12/11/2023 12:50;6,5
12/11/2023 12:51;6,5
12/11/2023 13:51;7,0
12/11/2023 13:52;7,0
12/11/2023 13:52;7,0
12/11/2023 14:52;5,9
12/11/2023 14:52;5,9
12/11/2023 15:53;5,4
12/11/2023 15:53;5,4
12/11/2023 16:54;4,6
12/11/2023 16:55;4,6
12/11/2023 17:55;4,4
12/11/2023 18:56;4,0
12/11/2023 18:56;4,0
12/11/2023 18:56;4,0
12/11/2023 19:57;3,8
12/11/2023 19:57;3,8
12/11/2023 19:57;3,8
12/11/2023 20:57;3,9
12/11/2023 20:58;3,9
12/11/2023 21:58;4,1
12/11/2023 21:59;4,1
12/11/2023 22:59;4,2
12/11/2023 22:59;4,2
13/11/2023 00:00;4,4
13/11/2023 00:01;4,4
13/11/2023 01:01;4,7
13/11/2023 01:01;4,7
13/11/2023 01:01;4,7
13/11/2023 02:01;4,9
13/11/2023 02:02;4,9
13/11/2023 03:03;5,3
13/11/2023 03:03;5,3
13/11/2023 04:03;6,3
13/11/2023 05:05;8,1
13/11/2023 06:05;8,7
13/11/2023 06:06;8,7
13/11/2023 07:06;9,0
13/11/2023 07:06;9,0
13/11/2023 07:07;9,0
13/11/2023 08:07;8,5
13/11/2023 09:08;8,5
13/11/2023 10:09;8,5
13/11/2023 10:10;8,5
13/11/2023 11:11;9,7
13/11/2023 12:10;11,4
13/11/2023 12:11;11,4
13/11/2023 12:11;11,4
13/11/2023 13:12;12,1
13/11/2023 13:12;12,1
13/11/2023 14:12;12,1
13/11/2023 14:12;12,1
13/11/2023 16:14;12,8
13/11/2023 16:14;12,8
13/11/2023 16:15;12,8
13/11/2023 17:15;12,6
13/11/2023 17:15;12,6
13/11/2023 17:16;12,6
13/11/2023 18:17;12,9
13/11/2023 19:17;13,3
13/11/2023 19:18;13,3
13/11/2023 20:18;10,9
13/11/2023 20:18;10,9
13/11/2023 20:19;10,9
13/11/2023 21:19;10,4
13/11/2023 21:19;10,4
13/11/2023 21:20;10,4
13/11/2023 22:19;10,0
13/11/2023 23:21;9,3
14/11/2023 00:21;8,9
14/11/2023 00:21;8,9
14/11/2023 01:22;8,6
14/11/2023 01:23;8,6
14/11/2023 02:23;8,1
14/11/2023 02:23;8,1
14/11/2023 03:23;8,1
14/11/2023 04:24;8,6
14/11/2023 04:24;8,6
14/11/2023 05:25;9,0
14/11/2023 06:25;9,0
14/11/2023 06:26;9,0
14/11/2023 06:26;9,0
14/11/2023 07:26;8,9
14/11/2023 07:27;8,9
14/11/2023 08:27;9,0
14/11/2023 08:27;9,0
14/11/2023 08:28;9,0
14/11/2023 09:28;9,0
14/11/2023 09:28;9,0
14/11/2023 09:28;9,0
14/11/2023 10:29;9,3
14/11/2023 10:30;9,3
14/11/2023 11:30;9,6
14/11/2023 11:30;9,6
14/11/2023 12:31;10,2
14/11/2023 13:31;9,8
14/11/2023 14:32;9,5
14/11/2023 15:32;9,2
14/11/2023 17:34;8,7
14/11/2023 18:35;8,8
14/11/2023 18:35;8,8
14/11/2023 19:36;9,1
14/11/2023 20:37;9,3
14/11/2023 23:39;8,2
14/11/2023 23:40;8,2
15/11/2023 00:41;8,4
15/11/2023 01:41;8,4
15/11/2023 02:43;8,2
15/11/2023 02:43;8,2
15/11/2023 03:43;8,4
15/11/2023 05:45;7,9
15/11/2023 08:48;8,2
15/11/2023 09:49;8,4
15/11/2023 10:50;8,2
15/11/2023 14:54;8,8
15/11/2023 16:55;7,8
15/11/2023 16:55;7,8
15/11/2023 17:56;7,6
15/11/2023 17:56;7,6
15/11/2023 18:57;7,5
15/11/2023 18:58;7,5
15/11/2023 20:59;6,5
15/11/2023 22:00;6,9
15/11/2023 22:00;6,9
15/11/2023 23:01;6,6
15/11/2023 23:01;6,6
16/11/2023 00:02;6,4
16/11/2023 00:02;6,4
16/11/2023 00:02;6,4
16/11/2023 01:03;6,4
16/11/2023 01:03;6,4
16/11/2023 01:03;6,4
16/11/2023 02:03;6,5
16/11/2023 02:04;6,5
16/11/2023 03:05;6,3
16/11/2023 03:05;6,3
16/11/2023 04:05;6,2
16/11/2023 04:06;6,2
16/11/2023 05:06;6,0
16/11/2023 05:07;6,0
16/11/2023 06:07;6,0
16/11/2023 06:07;6,0
16/11/2023 07:08;5,8
16/11/2023 07:09;5,8
16/11/2023 08:09;6,1
16/11/2023 08:09;6,1
16/11/2023 08:10;6,1
16/11/2023 09:10;6,3
16/11/2023 09:11;6,3
16/11/2023 10:11;6,7
16/11/2023 10:11;6,7
16/11/2023 11:12;6,8
16/11/2023 12:13;6,9
16/11/2023 12:13;6,9
16/11/2023 13:14;6,1
16/11/2023 14:15;6,4
16/11/2023 14:15;6,4
16/11/2023 15:15;6,2
16/11/2023 15:16;6,2
16/11/2023 16:16;5,6
16/11/2023 16:17;5,6
16/11/2023 16:17;5,6
16/11/2023 17:17;5,3
16/11/2023 17:18;5,3
16/11/2023 18:18;5,1
16/11/2023 19:19;5,0
16/11/2023 19:19;5,0
16/11/2023 19:20;5,0
16/11/2023 20:20;4,9
16/11/2023 21:21;4,7
16/11/2023 21:21;4,7
16/11/2023 22:22;4,6
17/11/2023 00:24;4,8
17/11/2023 00:24;4,8
17/11/2023 01:25;4,9
17/11/2023 02:26;4,8
17/11/2023 02:26;4,8
17/11/2023 03:27;4,7
17/11/2023 03:27;4,7
17/11/2023 06:29;4,8
17/11/2023 07:30;4,6
17/11/2023 07:31;4,6
17/11/2023 08:32;4,6
17/11/2023 09:33;4,9
17/11/2023 10:33;5,5
17/11/2023 10:33;5,5
17/11/2023 11:34;5,6
17/11/2023 11:34;5,6
17/11/2023 12:35;6,2
17/11/2023 13:36;6,3
17/11/2023 13:36;6,3
17/11/2023 14:37;6,8
17/11/2023 15:38;5,8
17/11/2023 16:39;4,9
17/11/2023 17:40;4,4
17/11/2023 18:40;3,9
17/11/2023 18:41;3,9
17/11/2023 18:41;3,9
17/11/2023 19:41;3,0
17/11/2023 20:42;3,5
17/11/2023 21:43;3,2
17/11/2023 21:43;3,2
17/11/2023 22:44;3,9
17/11/2023 22:45;3,9
17/11/2023 23:45;4,1
17/11/2023 23:46;4,1
18/11/2023 00:46;4,3
18/11/2023 01:47;4,5
18/11/2023 01:47;4,5
18/11/2023 02:48;3,8
18/11/2023 03:49;3,9
18/11/2023 04:50;4,0
18/11/2023 04:50;4,0
18/11/2023 04:50;4,0
18/11/2023 05:51;4,0
18/11/2023 05:51;4,0
18/11/2023 05:51;4,0
18/11/2023 06:52;4,0
18/11/2023 06:52;4,0
18/11/2023 07:52;4,1
18/11/2023 07:53;4,1
18/11/2023 08:53;4,5
18/11/2023 08:54;4,5
18/11/2023 09:54;5,1
18/11/2023 09:55;5,1
18/11/2023 10:55;5,2
18/11/2023 10:55;5,2
18/11/2023 12:57;6,1
18/11/2023 12:58;6,1
18/11/2023 13:58;6,3
18/11/2023 14:59;6,2
18/11/2023 16:00;6,0
18/11/2023 16:00;6,0
18/11/2023 17:01;6,0
18/11/2023 18:02;6,0
18/11/2023 19:03;6,0
18/11/2023 20:04;6,1
18/11/2023 21:04;6,4
18/11/2023 22:06;6,7
18/11/2023 23:06;6,9
18/11/2023 23:07;6,9
18/11/2023 23:07;6,9
19/11/2023 00:07;7,1
19/11/2023 01:08;7,3
19/11/2023 02:09;7,6
19/11/2023 02:10;7,6
19/11/2023 04:11;8,4
19/11/2023 04:11;8,4
19/11/2023 05:12;9,5
19/11/2023 05:12;9,5
19/11/2023 06:13;10,5
19/11/2023 07:14;11,2
19/11/2023 09:16;11,3
19/11/2023 10:16;11,6
19/11/2023 10:17;11,6
19/11/2023 10:17;11,6
19/11/2023 11:17;11,9
19/11/2023 11:18;11,9
19/11/2023 14:20;12,1
19/11/2023 15:21;12,3
19/11/2023 16:22;11,2
19/11/2023 19:25;9,2
19/11/2023 20:26;9,4
19/11/2023 20:26;9,4
19/11/2023 22:28;9,9
19/11/2023 22:28;9,9
19/11/2023 23:29;9,5
20/11/2023 00:30;9,5
20/11/2023 00:30;9,5
20/11/2023 02:31;9,4
20/11/2023 03:32;9,4
20/11/2023 03:33;9,4
20/11/2023 05:34;8,1
20/11/2023 09:38;7,7
20/11/2023 10:39;7,7
20/11/2023 11:40;7,8
20/11/2023 11:40;7,8
20/11/2023 14:42;7,7
20/11/2023 14:43;7,7
20/11/2023 15:43;7,9
20/11/2023 16:44;7,3
20/11/2023 17:44;7,2
20/11/2023 18:45;7,0
20/11/2023 19:45;6,8
20/11/2023 20:45;6,8
20/11/2023 20:46;6,8
20/11/2023 21:46;6,9
20/11/2023 22:46;6,9
20/11/2023 23:47;7,0
21/11/2023 00:47;7,1
21/11/2023 01:48;7,2
21/11/2023 02:48;7,2
21/11/2023 03:49;7,0
21/11/2023 04:49;6,8
21/11/2023 05:49;6,6
21/11/2023 06:50;6,5
21/11/2023 07:50;6,4
21/11/2023 08:51;6,5
21/11/2023 09:51;6,9
21/11/2023 10:52;7,1
21/11/2023 11:52;8,1
21/11/2023 12:52;8,0
21/11/2023 13:53;8,4
21/11/2023 14:53;8,0
21/11/2023 15:54;7,8
21/11/2023 16:54;7,1
21/11/2023 17:54;6,9
21/11/2023 18:55;7,0
21/11/2023 19:55;6,8
21/11/2023 20:56;7,0
21/11/2023 21:56;7,0
21/11/2023 22:57;6,7
21/11/2023 23:57;4,9
22/11/2023 00:57;3,6
22/11/2023 01:58;2,9
22/11/2023 02:58;1,9
22/11/2023 03:59;1,3
22/11/2023 04:59;1,6
22/11/2023 06:00;1,4
22/11/2023 07:00;0,5
22/11/2023 08:00;0,0
22/11/2023 09:01;0,4
22/11/2023 10:01;0,8
22/11/2023 11:02;0,5
22/11/2023 12:02;1,2
22/11/2023 13:02;2,9
22/11/2023 14:03;2,6
22/11/2023 15:03;2,7
22/11/2023 15:04;2,7
22/11/2023 16:04;1,9
22/11/2023 17:04;0,7
23/11/2023 06:10;0,2
23/11/2023 07:10;0,3
23/11/2023 08:11;0,9
23/11/2023 08:11;0,9
23/11/2023 09:11;1,2
23/11/2023 10:12;1,4
23/11/2023 11:12;2,0
23/11/2023 12:13;2,3
23/11/2023 13:13;2,8
23/11/2023 14:14;3,2
23/11/2023 15:14;3,9
23/11/2023 15:14;3,9
23/11/2023 16:15;4,2
23/11/2023 17:15;4,5
23/11/2023 18:15;4,9
23/11/2023 19:16;5,2
23/11/2023 20:16;5,3
23/11/2023 21:17;5,7
23/11/2023 22:17;6,1
23/11/2023 23:18;6,5
24/11/2023 00:18;7,0
24/11/2023 01:18;7,5
24/11/2023 02:19;8,0
24/11/2023 03:19;8,2
24/11/2023 04:20;8,5
24/11/2023 05:20;6,6
24/11/2023 06:21;6,0
24/11/2023 07:21;5,5
